date,Close,LA,Close_ADR,LA_ADR,Volume_ADR,SMA10,DIF12-26,MACD9,OSC,BIAS5,BIAS10,BIAS20,AR10,Oscillators,5-10MA-Osc,CCI14,CCI28,CCI42,PYS12,PYS24,BR10,MTM10,MA10,ACC10,ATR14,RSI 6,RSI 12,BBand width,RC12,"ERC(12, 12)",9-25MI,HL-Osc,TRIX9,TRIX15,0,ADX10,ADX10,"K(9,3)",J,WA/D,VHF10,Volume,MA5,MA10,MA20,MA60,PVC10,VRC12,OBV,EMV,EMVA10,MFI6,VR10,VA-Osc,FinMaintanR,TAIEXClose,LegalPerson5,LegalPerson10,2303Close,SecurityAssetRate,SecurityBalance,BalanceFinance,BuyAndSellSuper,SecurityTrader5,SecurityTrader10,MainForce5,MainForces10,Volatility
2018/9/25,263.5,0,40.9567,1,6668649,259.2,3.74,4.32,-0.59,0.02,0.02,0.02,0.34,51.53,0.3,34.38,69.61,52.91,0.67,0.71,0.91,-1,-0.4,-20.5,5.11,0.64,0.61,0.04,0.01,0.02,26.14,71.43,0.16,0.26,31.37,18.04,22.89,0.66,0.97,35,0.28,24978,40283,38785,44228,32020,-0.36,-0.37,-98647,3.5,-0.46,73.97,1.72,17841.43,1.73,10978.85,5568,20681011,15.65,0.31,3447,11075,-3931,3454,1655279,11836,8382,0.27
2018/9/26,263.5,1,41.0589,1,6678269,259.55,3.75,4.21,-0.46,0.01,0.02,0.01,0.38,52.71,1.75,40.92,61.23,51.41,0.58,0.67,1.16,3.5,-1.1,-7,4.79,0.64,0.61,0.05,0,0.02,26.1,0,0.16,0.25,29.66,17.06,23.3,0.76,1.1,35,0.33,25061,38419,36793,43461,31960,-0.32,-0.44,-98647,0,0,73.86,2.35,25061,1.72,10974.19,496,20681177,15.9,0.32,3424,10852,-3938,379,1655658,10642,10263,0.27
2018/9/27,265,0,41.1519,1,4564383,260,3.85,4.14,-0.29,0.01,0.02,0.02,0.43,55.9,2.7,81.73,65.85,57.7,0.58,0.67,1.22,4.5,-0.8,3,4.57,0.68,0.63,0.05,0,0.01,26.14,62.5,0.17,0.25,32.56,15.55,24.5,0.81,1.11,38,0.37,38495,32122,36801,42504,32346,0.05,-0.39,-60152,1.82,0.26,89.05,2.35,19247.5,1.73,11034.19,14126,20695303,15.95,0.34,3636,10777,258,8285,1663943,19485,11200,0.23
2018/9/28,262.5,1,41.6074,0,6712091,260.75,3.74,4.06,-0.32,0,0.01,0.01,0.44,58.2,2.45,59.73,46.14,49.29,0.58,0.67,1.47,7.5,0.8,16,4.75,0.55,0.58,0.05,0.01,0.01,26.32,16.67,0.17,0.24,28.38,17.84,24.33,0.78,0.93,34.5,0.41,39645,32936,36969,41855,32703,0.07,-0.12,-99797,-1.51,0.67,67.6,2.31,-6607.5,1.71,11006.34,-286,20648495,16.15,0.3,3276,11010,-5338,-3587,1660356,9651,13238,0.23
2018/10/1,263,0,41.0496,1,7727678,260.95,3.61,3.97,-0.36,0,0.01,0.01,0.33,60.04,2.55,72.67,37.95,47.66,0.58,0.67,0.95,2,0.5,-3,4.68,0.57,0.58,0.05,0.01,0.01,26.39,50,0.17,0.23,26.49,16.65,24.18,0.77,0.86,36.5,0.53,22409,30118,35207,39475,32554,-0.36,-0.42,-77388,-0.67,0.32,53.41,2.15,7469.67,1.71,11051.8,-2403,20646092,15.9,0.31,3325,10888,-480,1209,1661565,10832,9623,0.2
2018/10/2,257.5,1,41.5144,0,5029837,260.9,3.15,3.81,-0.65,-0.02,-0.01,-0.01,0.38,59.15,1.4,-36.5,6.47,29.76,0.58,0.63,0.79,-0.5,0.35,-1.5,4.64,0.37,0.48,0.05,0.01,0.01,26.56,0,0.15,0.22,23.07,23.1,21.77,0.53,0.27,31,0.47,38391,32800,36542,39669,32508,0.05,0.01,-115779,-3.91,-0.18,33.76,1.92,-31992.5,1.68,10919.63,-20623,20625584,15.6,0.29,3351,11641,3335,-11395,1650170,11951,23346,0.22
2018/10/3,260,0,40.5476,1,5440303,261.45,2.8,3.6,-0.81,-0.01,-0.01,0,0.48,58.53,0.15,-41.6,1.11,28.15,0.58,0.63,1.14,5.5,1.2,8.5,4.57,0.47,0.52,0.04,0,0.01,26.67,83.33,0.12,0.21,21.53,21.55,19.6,0.46,0.21,34,0.35,25229,32834,35627,38858,32592,-0.29,-0.37,-90550,-1.78,0.01,20.54,2.93,25229,1.69,10863.94,1973,20627557,15.5,0.3,3453,11344,1377,3434,1653604,12562,9128,0.22
2018/10/4,254,0,40.8637,0,5631207,261.05,2.14,3.31,-1.17,-0.02,-0.03,-0.02,0.39,55.52,-1.65,-161.84,-31.5,7.67,0.58,0.58,0.47,-4,1.4,2,4.5,0.32,0.44,0.05,-0.02,0.01,26.56,-41.67,0.08,0.19,18.74,25.23,19.11,0.31,-0.07,28,0.46,38010,32737,32430,38123,32894,0.17,0.52,-128560,-2.53,-0.37,19.32,1.52,-38010,1.65,10718.91,-15884,20610501,15.1,0.27,3338,12340,-2191,-9438,1644166,14691,24129,0.21
2018/10/5,250,0,39.4415,0,7885146,260.05,1.24,2.9,-1.66,-0.03,-0.04,-0.04,0.55,51.67,-3.15,-225.71,-67.28,-18.17,0.58,0.58,0.25,-10,0.5,-9,4.43,0.26,0.39,0.07,-0.02,0,26.35,-18.18,0.02,0.17,16.56,33.94,20.64,0.24,-0.12,24,0.58,40397,32887,32912,38154,33171,0.23,0.18,-168957,-5.57,-1.04,0,0.95,-13465.67,1.63,10517.12,-9797,20601054,14.7,0.26,3192,12496,-3380,-8688,1635478,10409,19097,0.22
2018/10/8,243.5,1,38.6978,0,7921383,258.25,-0.02,2.31,-2.33,-0.04,-0.06,-0.06,0.57,47.79,-5.25,-270.73,-112.89,-55.27,0.5,0.54,0.08,-18,-1.05,-15.5,4.68,0.18,0.33,0.1,-0.06,-0.01,26.16,-38.89,-0.06,0.14,13.67,42.57,23.72,0.19,-0.11,17.5,0.69,51084,38622,34370,38471,33515,0.49,-0.27,-220041,-7.54,-1.82,0,0.56,-4644,1.6,10455.93,-23217,20577840,14.8,0.19,2682,14100,619,-14524,1620954,10118,24642,0.23
2018/10/9,244,0,38.075,0,7761763,256.3,-1,1.65,-2.65,-0.03,-0.05,-0.05,0.52,45.35,-6,-217.05,-108.62,-55.68,0.5,0.54,0.05,-19.5,-2.9,-18.5,4.61,0.2,0.33,0.12,-0.06,-0.02,25.99,50,-0.14,0.1,12.84,39.98,26.48,0.17,-0.06,19.5,0.73,28933,36731,34765,36775,33729,-0.17,-0.19,-191108,-0.26,-2.2,0,0.58,9644.33,1.61,10466.83,-7900,20569801,14.8,0.2,2842,14139,4439,-2481,1618473,9723,12204,0.23
2018/10/11,227.5,1,38.0192,0,5679127,252.7,-2.94,0.73,-3.67,-0.07,-0.1,-0.11,0.43,40.47,-8.9,-288.99,-196.47,-130.66,0.42,0.5,-0.16,-36,-6.85,-39.5,5.43,0.1,0.23,0.18,-0.13,-0.03,25.93,-61.76,-0.27,0.05,9.29,53.33,30.87,0.12,-0.1,3,0.82,96034,50892,41863,39328,34954,1.29,1.63,-287142,-8.97,-3.09,0,0.38,-81259.54,1.52,9806.11,-38279,20531148,13.75,0.18,2705,14704,1044,-18284,1600189,18560,36844,0.33
2018/10/12,237,0,36.1973,1,10209134,249.9,-3.93,-0.2,-3.73,-0.01,-0.05,-0.07,0.56,40.24,-9.5,-174.02,-149.74,-101.07,0.42,0.54,-0.03,-28,-10.1,-32.5,5.82,0.33,0.36,0.18,-0.1,-0.04,25.93,100,-0.37,0,13.33,45.51,33.25,0.17,0.09,12.5,0.66,54440,54178,43457,40129,35098,0.25,1.18,-232702,4.04,-2.87,17.22,0.43,54440,1.59,10045.81,-3045,20522812,13.65,0.17,2454,14252,555,-1659,1598530,16724,18383,0.37
2018/10/15,230.5,1,36.8666,0,7578911,246.7,-4.96,-1.15,-3.81,-0.03,-0.07,-0.09,0.6,38.32,-10.2,-151.03,-154.56,-112.15,0.42,0.5,-0.11,-32,-14.05,-39.5,6.04,0.27,0.32,0.19,-0.13,-0.06,25.75,-46.15,-0.47,-0.05,11.99,40.95,35.4,0.14,0.06,6,0.61,46471,55392,44140,40555,35139,0.05,0.85,-279173,-0.56,-2.78,16.97,0.42,-46471,1.55,9901.12,-22175,20499094,13.35,0.17,2594,14968,3961,-10448,1588082,10321,20769,0.37
2018/10/16,237,1,36.0207,1,8208953,244.1,-5.42,-2,-3.41,0.01,-0.03,-0.06,0.81,39.43,-8.9,-104.44,-127.92,-95.85,0.42,0.5,-0.01,-26,-16.85,-28,6.36,0.4,0.39,0.17,-0.11,-0.06,25.77,81.25,-0.53,-0.1,15.07,36.01,35.96,0.2,0.21,14,0.51,39129,53001,45812,40509,34064,-0.15,0.02,-240044,1.53,-2.55,29.54,0.48,39129,1.6,9981.1,-3772,20491736,13.2,0.2,2812,13903,2127,3064,1591146,16395,13331,0.38
2018/10/17,238.5,0,37.1919,0,10748152,242.2,-5.36,-2.67,-2.68,0.02,-0.02,-0.05,0.87,39.83,-8.1,-53.15,-89.05,-66.71,0.5,0.54,0.12,-19,-18.7,-18.5,6.61,0.43,0.41,0.16,-0.09,-0.07,25.78,100,-0.56,-0.14,22.82,32.72,34.14,0.26,0.35,15.5,0.54,42888,55792,46262,41402,33907,-0.07,0.08,-197156,8.74,-1.29,44.71,0.7,-34310.4,1.61,9979.14,-3568,20485839,13.6,0.2,2832,14097,3857,887,1592033,17090,16203,0.38
2018/10/18,236.5,0,36.7829,0,8173649,239.85,-5.46,-3.23,-2.22,0,-0.01,-0.06,0.76,40.25,-3.95,-56.93,-100.58,-79.96,0.42,0.5,0.07,-23.5,-21.6,-29,6.57,0.4,0.39,0.13,-0.1,-0.07,25.69,14.29,-0.57,-0.18,21.55,34.88,33.09,0.29,0.4,13,0.45,27793,42144,46518,41072,33913,-0.4,0.24,-224949,-4.09,-1.52,45,0.55,-11911.29,1.6,9953.73,-2734,20473826,13.25,0.21,3059,14256,-179,-1479,1590554,8593,10072,0.38
2018/10/19,236,1,35.8255,0,9555582,238.05,-5.65,-3.71,-1.94,0,-0.01,-0.05,1,41.59,-2.35,-58.97,-110.46,-92,0.42,0.5,0.13,-18,-23,-14,6.61,0.39,0.39,0.1,-0.08,-0.07,25.69,0,-0.57,-0.21,19.32,40.03,33.27,0.35,0.5,12.5,0.42,29648,37186,45682,39056,34048,-0.35,-0.23,-254597,-8.77,-2.14,57.01,0.57,25086.77,1.6,9919.26,-6346,20467480,13.3,0.21,2950,14176,4577,-969,1589585,10261,11230,0.37
2018/10/22,237,0,35.7418,1,11266228,236.75,-5.64,-4.1,-1.54,0,0,-0.05,1.11,46.26,0.25,-38.11,-95.84,-83.48,0.42,0.5,0.19,-13,-23.3,-3,6.86,0.42,0.4,0.08,-0.09,-0.08,25.65,30.77,-0.56,-0.23,19.71,35.9,32.86,0.42,0.61,18,0.32,29276,33747,44570,38741,34022,-0.34,0.16,-225321,3.33,-1.25,52.03,0.78,20268,1.61,9974.28,-5053,20462518,13.1,0.21,3054,14558,3760,-2142,1587443,8083,10225,0.37
2018/10/23,230,0,35.9928,0,8165672,235.4,-5.96,-4.47,-1.48,-0.02,-0.02,-0.07,1.27,46.56,0.2,-48.64,-112.08,-100.74,0.42,0.5,0.21,-13.5,-22.85,4.5,6.93,0.3,0.34,0.08,-0.09,-0.08,25.58,-42.86,-0.55,-0.26,17.54,34.31,32.81,0.34,0.37,11,0.32,36758,33273,43137,38753,34182,-0.15,-0.03,-262079,-2.99,-0.8,54.46,0.82,-36758,1.57,9775.2,-11056,20451461,12.75,0.18,2756,14983,1456,-8643,1578800,7445,16088,0.38
2018/10/24,229.5,0,35.3235,0,12349962,233.95,-6.28,-4.83,-1.44,-0.02,-0.02,-0.06,1.18,48.17,-0.15,-46.72,-114.81,-107.31,0.42,0.5,0.19,-14.5,-22.35,5,7,0.3,0.34,0.07,-0.08,-0.08,25.47,25,-0.55,-0.28,16.4,36.96,33.38,0.28,0.21,9.5,0.21,45481,33791,44792,39779,34560,0.02,0.13,-307560,-2.64,-1.04,34.61,0.59,11370.25,1.57,9759.4,-18025,20433394,12.65,0.15,2293,15258,5047,-5638,1573162,14849,20487,0.38
2018/10/25,219.5,1,33.9106,1,13312718,233.15,-7.18,-5.3,-1.88,-0.05,-0.06,-0.1,1.58,45.67,-2.75,-76.46,-148.54,-141.49,0.42,0.46,0.3,-8,-19.55,28,7.29,0.19,0.28,0.1,-0.1,-0.08,25.36,-75,-0.58,-0.31,13.89,42.79,35.14,0.19,0.02,-0.5,0.42,75524,43337,42741,42302,35349,0.77,0.48,-383084,-2.73,-0.41,12.31,0.63,-75524,1.52,9520.79,-29603,20403790,12.3,0.14,2275,15817,-2522,-16339,1556823,22617,38956,0.4
2018/10/26,221,1,34.7565,0,9927283,231.55,-7.76,-5.79,-1.97,-0.03,-0.05,-0.08,1.1,44.76,-4.15,-62.67,-132.61,-133.09,0.42,0.46,0.16,-16,-18.35,12,7.39,0.24,0.3,0.11,-0.09,-0.08,25.42,64.29,-0.62,-0.34,12.41,42.04,37.07,0.18,0.05,3.5,0.51,54074,48223,42704,43081,35754,0.27,0.87,-329010,-0.32,-0.85,30.69,0.63,7724.86,1.53,9489.18,2471,20406235,11.7,0.17,2609,15450,-6024,-1471,1555352,14849,16320,0.4
2018/10/29,222.5,1,34.0872,0,11973228,230.75,-7.99,-6.23,-1.75,-0.01,-0.04,-0.07,1.22,44.54,-6.25,-47.33,-111.74,-119.53,0.5,0.46,0.35,-8,-15.95,24,6.96,0.29,0.32,0.12,-0.02,-0.07,25.4,100,-0.64,-0.37,11.81,40.01,38.8,0.19,0.12,5,0.59,18464,46060,39904,42022,35682,-0.54,-0.81,-310546,3.25,-0.47,39.2,0.85,0,1.54,9516.32,309,20403784,11.6,0.16,2488,15227,762,537,1555889,7277,6740,0.4
2018/10/30,223,1,33.7711,1,8269528,229.35,-8.04,-6.59,-1.45,0,-0.03,-0.06,1.07,43.4,-6.25,-39.36,-99.65,-113.54,0.5,0.46,0.24,-14,-14.75,12,7.07,0.31,0.33,0.12,-0.06,-0.07,25.42,55.56,-0.65,-0.39,12.58,37.03,39.85,0.22,0.21,7.5,0.73,29086,44526,38899,42356,35747,-0.25,-0.47,-281460,0.39,-0.58,38.77,0.81,3231.78,1.55,9526.11,609,20404907,11.7,0.19,2854,15051,905,723,1556612,9423,8700,0.4
2018/10/31,234,1,35.119,1,12106392,228.9,-7.23,-6.72,-0.51,0.04,0.02,-0.01,1.5,45.18,-4.9,9.89,-51.08,-71.96,0.58,0.5,0.42,-4.5,-13.3,14.5,6.64,0.59,0.47,0.11,0.02,-0.06,25.49,100,-0.61,-0.41,24.23,30.8,37.06,0.41,0.67,18.5,0.49,59933,47416,40604,43433,36373,0.48,0.29,-221527,8.26,-0.63,57.37,0.89,59933,1.63,9802.13,8778,20413087,11.8,0.25,3445,13854,-258,9267,1565879,21672,12405,0.45
2018/11/1,235.5,1,35.4164,1,12610907,228.8,-6.28,-6.63,0.35,0.04,0.03,0.01,1.46,47.55,-1.6,32.27,-32.13,-56.36,0.58,0.5,0.52,-1,-11.05,22.5,6.25,0.62,0.49,0.11,-0.01,-0.05,25.59,75,-0.54,-0.41,27.46,28.84,33.6,0.57,0.95,21,0.5,44515,41214,42276,44397,36710,0.05,0.14,-177012,3.59,0.14,73.81,1.26,11128.75,1.64,9844.74,2772,20416179,11.95,0.27,3633,13319,-987,3926,1569805,19370,15444,0.45
2018/11/2,236.5,0,36.2995,0,14348581,228.85,-5.44,-6.39,0.96,0.03,0.03,0.01,1.07,50.11,1.45,36.77,-26.49,-53.07,0.58,0.54,0.65,0.5,-9.2,18.5,6,0.64,0.5,0.11,-0.01,-0.04,25.59,33.33,-0.45,-0.4,26.08,27.39,30.48,0.7,1.14,24,0.49,30785,36557,42390,44036,36816,-0.27,-0.28,-146227,0,1.01,100,1.69,30785,1.65,9906.59,-806,20416099,11.9,0.28,3693,13237,152,816,1570621,12546,11730,0.44
2018/11/5,235,0,36.0486,0,9736505,228.65,-4.82,-6.08,1.26,0.01,0.03,0.01,0.93,54.35,4.15,29.43,-28.14,-56.92,0.58,0.5,0.54,-2,-8.1,11,5.75,0.59,0.48,0.11,-0.01,-0.04,25.47,-22.22,-0.36,-0.38,24.06,27.85,28.17,0.77,1.15,22.5,0.47,28157,38495,42278,43424,37033,-0.33,0.01,-174384,-1.55,0.53,86.49,1.27,20112.14,1.64,9889.81,121,20415680,10.75,0.3,3839,12956,-2439,927,1571548,12392,11465,0.44
2018/11/6,234.5,0,35.7697,1,8591862,229.1,-4.29,-5.72,1.43,0,0.02,0.01,0.93,58.07,6,34.21,-23.49,-54.68,0.58,0.5,0.8,4.5,-6.3,18,5.54,0.57,0.48,0.11,-0.01,-0.03,25.38,16.67,-0.28,-0.37,22.75,26.34,26.08,0.8,1.1,21.5,0.58,35501,39778,42152,42645,37356,-0.16,0.2,-209885,0.21,0.85,71.88,1.28,11833.67,1.63,9824.95,-1271,20415229,10.9,0.3,3893,12823,507,603,1572151,15188,14585,0.43
2018/11/7,234,1,36.0021,1,8578097,229.55,-3.84,-5.34,1.51,0,0.02,0.01,1.16,60.56,5.55,37.77,-18.57,-52.33,0.5,0.46,0.86,4.5,-4.4,19,5.54,0.55,0.47,0.12,-0.01,-0.03,25.21,42.86,-0.22,-0.35,22.2,24.61,23.99,0.82,1.04,19.5,0.58,39843,35760,41588,43190,37722,-0.04,0.36,-249728,0.22,1.13,56.61,1.32,-5691.86,1.63,9908.35,-3459,20412855,10.95,0.29,3743,12906,4234,-303,1571848,13833,14136,0.43
2018/11/8,236.5,0,36.4204,0,6568768,231.25,-3.24,-4.92,1.68,0.01,0.02,0.02,1.05,62.56,4.05,61.5,-2.09,-38.62,0.58,0.5,3.11,17,-1.9,25,5.32,0.63,0.51,0.1,0.03,-0.02,25.03,100,-0.15,-0.32,23.6,22.93,21.73,0.86,1.06,22,0.7,28086,32474,36844,39793,37899,-0.24,-0.24,-221642,1.34,1.54,50.13,2.56,-9362,1.65,9945.31,8567,20420734,10.85,0.3,3821,12736,-2074,2463,1574311,10436,7973,0.35
2018/11/9,231,1,35.9742,0,7953651,232.25,-3.11,-4.56,1.45,-0.01,-0.01,0,1.15,59.32,1.95,21.31,-18.78,-56.91,0.58,0.5,1.84,10,0.7,26,5.25,0.43,0.44,0.09,0.01,-0.02,24.9,-36.36,-0.11,-0.3,21.1,30.15,21.33,0.78,0.8,16.5,0.54,23792,31076,33816,38260,37975,-0.3,-0.48,-245434,-5.88,0.98,31.83,1.66,-23792,1.61,9830.01,-3109,20417725,10.6,0.28,3631,12886,-962,-2842,1571469,6396,9238,0.33
2018/11/12,231.5,0,35.3886,0,5975376,233.15,-2.98,-4.24,1.27,-0.01,-0.01,0,1.55,56.6,0.35,20.65,-14.76,-54.81,0.67,0.54,1.74,9,2.4,17,5.07,0.45,0.44,0.07,0.05,-0.01,24.83,77.78,-0.09,-0.29,19.24,29.45,21.29,0.64,0.48,18,0.54,26202,30685,34590,37247,38092,-0.24,-0.65,-219232,-0.86,0.57,15.65,1.72,-8734,1.62,9831.21,1360,20418926,10.7,0.29,3765,12781,818,1138,1572607,8558,7420,0.31
2018/11/13,227.5,1,34.4497,1,11666706,233.6,-3.24,-4.04,0.81,-0.02,-0.03,-0.02,1.57,53.48,-1.5,-37.98,-34.45,-76.27,0.58,0.5,0.95,4.5,4.25,18.5,5.29,0.34,0.4,0.05,0.03,0,24.7,-50,-0.09,-0.27,16.7,35.94,22.82,0.51,0.21,14,0.32,37565,31098,35438,37169,38391,0.06,-0.31,-256797,-5.59,-0.03,14.97,1.15,26832.14,1.59,9775.84,-5927,20411720,10.45,0.27,3562,13056,2033,-4087,1568520,12486,16573,0.3
2018/11/14,228.5,1,34.7658,1,15057118,233.05,-3.22,-3.88,0.66,-0.01,-0.02,-0.01,1.1,50.99,-2.05,-17.4,-17.33,-60.11,0.58,0.54,0.44,-5.5,4.15,-1,4.82,0.38,0.41,0.05,0.03,0,24.61,100,-0.1,-0.26,21.42,33.48,22.73,0.44,0.16,15,0.49,24565,28042,31901,36252,38517,-0.23,0.33,-232232,3.56,-0.5,29.43,0.94,-24565,1.6,9791.88,-1221,20410529,10.8,0.28,3615,12975,1504,915,1569435,8437,7522,0.3
2018/11/15,231,0,35.1748,1,10404893,232.6,-3.06,-3.71,0.66,0,-0.01,0,1.37,49.49,-2.7,-13.22,-8.49,-51.34,0.58,0.54,0.49,-4.5,3.8,-3.5,4.57,0.49,0.46,0.05,0.04,0.01,24.45,100,-0.1,-0.25,21.92,31.12,22.19,0.46,0.3,17.5,0.46,22230,26871,29673,35974,38656,-0.25,-0.24,-210002,0.79,-0.78,46.39,0.8,9527.14,1.62,9826.46,809,20411320,11.2,0.29,3692,12875,-215,915,1570350,7905,6990,0.3
2018/11/16,226,0,35.8069,0,10840370,231.55,-3.22,-3.62,0.39,-0.01,-0.02,-0.02,1.28,47.42,-2.65,-90.97,-24.9,-65.5,0.5,0.54,0.29,-10.5,2.7,-11,4.79,0.35,0.39,0.06,-0.03,0,24.22,-33.33,-0.11,-0.24,19.32,34.35,22.77,0.34,0.08,12.5,0.45,47139,31540,31308,36849,39231,0.51,-0.21,-257141,-2.76,-1.05,25.88,0.48,-23569.5,1.59,9797.09,-15564,20395840,11,0.24,3232,13602,5236,-10852,1559498,12705,23557,0.31
2018/11/19,222,0,34.2731,0,16382423,230.25,-3.63,-3.62,-0.01,-0.02,-0.04,-0.03,0.91,44.74,-3.25,-160.13,-41.95,-79.25,0.42,0.5,0.29,-13,1.6,-11,4.82,0.27,0.35,0.07,-0.06,-0.01,24.12,-20,-0.14,-0.24,17.41,38.86,24.31,0.25,-0.05,8.5,0.56,51035,36507,33596,37937,39794,0.52,0.15,-308176,-3.14,-1.21,22.7,0.43,-25517.5,1.56,9828.69,-10788,20385233,11.1,0.23,3262,14173,1307,-7479,1552019,12143,19622,0.31
2018/11/20,218,1,33.5108,0,15191679,228.6,-4.22,-3.74,-0.48,-0.03,-0.05,-0.05,0.94,42.2,-3.5,-177.35,-62.41,-90.96,0.33,0.46,0.2,-16.5,-0.5,-21,4.32,0.22,0.32,0.09,-0.08,-0.02,23.9,-37.5,-0.19,-0.24,16.01,41.78,26.34,0.17,-0.14,4.5,0.63,45687,38131,34614,38383,40298,0.32,0.48,-353863,-2.05,-1.44,20.96,0.41,-45687,1.54,9743.99,-15577,20368772,11,0.22,3241,14906,3301,-9635,1542384,9509,19144,0.3
2018/11/21,219,0,33.1297,1,11673471,227.1,-4.68,-3.93,-0.76,-0.02,-0.04,-0.04,1.09,41.95,-3.9,-158.24,-67.42,-90.16,0.42,0.5,0.2,-15,-2.45,-19.5,4.46,0.26,0.33,0.1,-0.07,-0.03,23.85,33.33,-0.24,-0.25,14.11,44.73,28.91,0.19,0.02,9.5,0.62,38478,40914,34478,38033,40680,0.12,0.37,-315385,-3.51,-1.81,21.02,0.68,25652,1.56,9741.52,-4926,20363613,11,0.2,3066,15352,4976,-1986,1540398,10666,12652,0.3
2018/11/22,219,0,33.6224,0,7013073,225.35,-4.85,-4.11,-0.74,-0.01,-0.03,-0.04,1.06,40.66,-4.55,-106.33,-54.64,-74.56,0.42,0.5,0.17,-17.5,-5.9,-34.5,4.46,0.26,0.33,0.09,-0.07,-0.03,23.84,100,-0.29,-0.26,17.36,41.97,30.17,0.21,0.12,9.5,0.49,22061,40880,33875,35360,40374,-0.35,-0.38,-315385,4.76,-1.47,19.8,0.57,-22061,1.56,9714.71,-2230,20361269,11.2,0.23,3345,14753,1759,975,1541373,8582,7607,0.26
2018/11/23,218.5,1,33.6224,0,7013073,224.1,-5.02,-4.3,-0.73,0,-0.03,-0.04,1.06,39.74,-4.8,-102.13,-61.04,-75.16,0.42,0.46,0.32,-12.5,-8.15,-22.5,4.39,0.25,0.33,0.09,-0.07,-0.04,23.77,42.86,-0.32,-0.27,16.07,43.09,31.72,0.22,0.18,7.5,0.6,15553,34563,33052,33434,39673,-0.53,-0.61,-330938,-3.94,-1.27,9.97,0.59,-2221.86,1.56,9667.3,477,20362171,11.15,0.26,3831,14731,-432,760,1542133,5903,5143,0.25
2018/11/26,223,1,33.4272,1,2320492,223.25,-4.82,-4.4,-0.42,0.02,0,-0.02,1.05,40.01,-3.75,-53.02,-39.39,-56.83,0.42,0.5,0.41,-8.5,-9.9,-17.5,4.57,0.48,0.42,0.08,-0.06,-0.04,23.76,100,-0.33,-0.28,21.53,38.15,31.33,0.32,0.41,12,0.49,35268,31409,33958,34274,39384,0.04,0.26,-295670,3.9,-0.8,27.67,0.63,22443.27,1.59,9765.36,5266,20368192,11.5,0.27,3842,14294,-1123,5132,1547265,15431,10299,0.26
2018/11/27,224,1,34.2452,0,7077608,222.9,-4.54,-4.43,-0.11,0.02,0,-0.02,1.05,42.73,-2.2,-35.61,-33.36,-49.63,0.5,0.54,0.67,-3.5,-10.7,-8,4.71,0.52,0.44,0.08,-0.03,-0.04,23.85,27.27,-0.32,-0.28,20.12,33.84,30.74,0.4,0.56,17,0.55,32676,28807,33469,34454,38761,-0.02,0.37,-262994,0.84,-0.15,47.81,0.96,26734.91,1.6,9778.62,-3105,20364992,11.75,0.26,3670,14335,956,-24,1547241,8406,8430,0.26
2018/11/28,226.5,1,34.208,1,6870309,222.7,-4.07,-4.36,0.29,0.02,0.02,-0.01,1.3,46.58,-0.5,7.17,-15.29,-34.16,0.5,0.58,0.57,-2,-10.35,3.5,4.82,0.61,0.48,0.07,-0.02,-0.04,23.99,60,-0.29,-0.27,23.18,30.37,29.01,0.54,0.85,21.5,0.52,24759,26063,33489,32695,38599,-0.26,-0.06,-238235,5.55,0.04,68.43,0.96,19807.2,1.62,9884.31,2823,20364591,11.75,0.26,3646,14096,1109,2918,1550159,10348,7430,0.2
2018/11/29,229,0,35.3328,0,8380230,222.5,-3.32,-4.15,0.83,0.02,0.03,0.01,1.08,50.51,1.7,67.4,18.04,-10.33,0.58,0.58,0.69,-2,-10.1,2.5,4.79,0.68,0.53,0.07,0.01,-0.03,24.11,100,-0.24,-0.26,30.02,27.26,26.59,0.65,0.99,24,0.44,46206,30892,35886,32779,38678,0.29,0.23,-192029,3.11,0.28,91.4,1.11,-46206,1.64,9885.36,4417,20369246,11.5,0.28,3714,13206,2542,5129,1555288,14923,9794,0.2
2018/11/30,225.5,1,35.2584,0,7056653,222.45,-2.91,-3.9,0.99,0,0.01,-0.01,1.15,50.79,3.15,39.56,1.66,-18.14,0.5,0.54,0.95,-0.5,-9.1,10,4.86,0.52,0.47,0.07,-0.01,-0.03,24.17,36.36,-0.19,-0.25,26.68,31.3,24.73,0.65,0.89,18.5,0.47,57353,39252,36908,34108,38756,0.55,1.33,-249382,-1.92,0.36,65.56,1.04,-57353,1.61,9888.03,-5152,20361763,11.55,0.26,3613,13919,6109,-3225,1552063,22484,25709,0.21
2018/12/3,235,0,34.9424,1,8734425,223.75,-1.99,-3.52,1.53,0.03,0.05,0.04,1.69,54.19,4.25,103.46,50.84,12.88,0.5,0.54,2.74,13,-6.5,26,5.04,0.73,0.6,0.09,0.02,-0.02,24.28,100,-0.12,-0.23,29.39,25.8,22.9,0.77,1.08,28,0.59,49612,42121,36765,35181,38919,0.35,1.23,-199770,3.83,1.06,76.68,1.84,49612,1.68,10137.87,9360,20371159,11.7,0.32,3870,12160,3703,12196,1564259,23311,11115,0.26
